type,ID,Classification,sequence_length,k-mer_match
C,M01771:9:000000000-L7C7K:1:1105:23986:6907,Limnospira indica BM01 (taxid 2760438),301,2:1 0:1 2:1 0:22 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:12950:6907,Collinsella aerofaciens (taxid 74426),301,2:4 0:10 84998:5 0:3 1783272:5 0:5 84998:1 102106:1 2:5 102106:1 2:5 102106:1 2:7 102106:5 2:18 102106:5 201174:10 2:3 102106:2 84999:3 102106:6 84107:5 102106:14 74426:82 102106:9 2:3 84998:20 1783272:1 84998:4 2:7 1783272:1 2:13 131567:3
C,M01771:9:000000000-L7C7K:1:1105:18445:6907,Limnospira indica BM01 (taxid 2760438),301,0:28 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:2
C,M01771:9:000000000-L7C7K:1:1105:22214:6907,Sodalis ligni (taxid 2697027),301,2:3 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:18744:6907,Segatella copri (taxid 165179),301,2697027:2 0:3 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:25089:6907,Marinomonas algicola (taxid 2773454),301,0:1 2:5 2697027:1 0:3 131567:7 2:155 131567:9 2:24 0:11 2:1 0:1 2:5 0:1 2:1 0:5 2773454:4 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:7204:6907,Limnospira indica BM01 (taxid 2760438),301,0:30 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2
C,M01771:9:000000000-L7C7K:1:1105:17154:6907,Escherichia coli (taxid 562),301,2:4 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:24336:6907,Faecalibacillus intestinalis (taxid 1982626),301,131567:4 0:2 2697027:4 91347:5 1239:5 0:3 1239:5 1982626:32 2:2 1982626:4 2810280:5 2:40 526525:5 1982626:102 2:2 2810280:1 2:1 2810280:6 1783272:8 2:2 1783272:1 2:3 1239:3 2:5 0:17
C,M01771:9:000000000-L7C7K:1:1105:23000:6908,Prevotella herbatica (taxid 2801997),301,0:16 976:5 0:39 171552:1 0:5 815:2 200643:2 171552:18 2:7 976:3 171552:6 171549:3 0:1 156973:1 0:82 171552:3 0:16 171552:2 0:1 2801997:5 171552:3 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:18795:6908,Koleobacter methoxysyntrophicus (taxid 2751313),301,2:4 0:2 2697027:2 0:9 186801:3 2:3 1783272:5 0:5 2849039:2 2:5 0:42 433:3 28211:16 0:104 2751313:4 0:7 186801:5 0:1 3066272:5 186801:5 2:6 2493639:3 2:17 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:20543:6908,Sodalis ligni (taxid 2697027),301,2:1 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:13 1236:2 2:5 91347:15 1236:1 91347:1 2:5 91347:1 2:10 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:9730:6908,Vibrio vulnificus MO6-24/O (taxid 914127),301,2:1 131567:1 2:3 131567:7 2:155 131567:9 2:53 131567:8 2:18 131567:5 2:3 914127:3 0:1
C,M01771:9:000000000-L7C7K:1:1105:23165:6908,Ktedonosporobacter rubrisoli (taxid 2509675),301,1886:5 131567:1 0:1 2:9 2509675:13 0:42 544448:2 83771:10 0:5 2:2 0:8 2:5 0:107 91347:5 2:5 0:1 2:1 2509675:6 2:2 383372:5 2:5 0:14 670486:5 2:8
C,M01771:9:000000000-L7C7K:1:1105:14921:6908,Homo sapiens (taxid 9606),301,0:9 9606:7 0:3 9606:169 0:41 1:7 298:2 0:29
C,M01771:9:000000000-L7C7K:1:1105:5789:6908,Defluviicoccus vanus (taxid 111831),301,2:2 562:5 91347:5 1236:2 2:1 1236:11 0:22 2:5 0:1 2:9 111831:1 2:10 28211:5 204441:3 2:26 204441:7 2:5 0:51 29570:2 0:42 2:20 28211:3 0:5 111831:5 28211:4 111831:3 2:2 111831:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:12473:6908,Faecalibacterium prausnitzii (taxid 853),301,2:4 0:11 2790998:5 2:3 0:5 2790998:5 0:28 2:5 0:4 2:7 2780922:5 0:3 2:21 0:5 1068:5 0:36 2714355:5 0:13 2576307:1 186802:3 0:8 2666138:5 0:24 853:7 2:20 186801:2 2:25 131567:2
C,M01771:9:000000000-L7C7K:1:1105:5959:6908,Ligilactobacillus ruminis (taxid 1623),301,131567:3 0:3 2:15 33958:5 2:98 1783272:5 186826:3 91061:1 2:2 91061:5 2:4 2767887:4 1623:13 2767887:2 1783272:5 33958:1 1623:7 2:9 1783272:3 33958:5 91061:3 33958:9 1783272:1 33958:1 1783272:5 91061:1 1783272:5 2:2 1783272:1 2:42 86029:4
C,M01771:9:000000000-L7C7K:1:1105:24495:6908,Elusimicrobium minutum Pei191 (taxid 445932),301,2:3 0:13 203491:1 0:10 445932:5 0:18 445932:10 2:5 0:9 2:10 0:2 2:8 1236:2 2:4 2039723:5 2892396:3 0:2 445932:9 0:5 445932:1 0:95 2:1 445932:16 74152:1 0:19 2:5 0:3 131567:2
C,M01771:9:000000000-L7C7K:1:1105:23372:6908,Vescimonas fastidiosa (taxid 2714353),301,2:3 131567:1 543:3 131567:7 2:8 216572:17 2892396:20 216572:1 2:5 216572:1 2892396:1 216572:2 2892396:5 2:31 2892396:25 2714353:29 2892396:3 2714353:11 2892396:5 2714353:1 2892396:2 186802:5 2892396:5 2714353:13 216572:1 2714353:5 216572:3 2714353:1 216572:7 2:19 186801:5 2:19 131567:3
C,M01771:9:000000000-L7C7K:1:1105:8463:6909,Escherichia coli (taxid 562),301,131567:5 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:27212:6909,Sodalis ligni (taxid 2697027),301,0:2 2697027:1 0:5 91347:5 1236:5 2:3 1236:1 2:146 131567:9 2:53 131567:8 2:18 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:14866:6909,Blautia luti (taxid 89014),301,2:4 0:4 562:2 91347:5 2:13 1239:12 186801:1 1239:5 2:1 1239:4 2:58 1239:5 186801:2 1239:2 186801:8 572511:5 89014:15 572511:5 89014:6 572511:1 89014:6 572511:5 186803:1 572511:1 186803:3 572511:5 186803:1 572511:18 186803:8 572511:5 186803:3 572511:1 186803:6 186801:1 2:1 186801:7 2:8 186801:2 2:23 2103230:1 0:3
C,M01771:9:000000000-L7C7K:1:1105:24360:6909,Alistipes onderdonkii (taxid 328813),301,2:2 562:3 0:30 239759:22 976:1 239759:31 976:1 239759:13 976:3 171549:2 239759:18 328813:6 0:6 328813:1 0:11 328813:1 0:1 328813:5 0:11 239759:3 0:9 239759:5 0:5 2:1 239759:15 2:5 976:1 2:16 239759:5 200643:1 239759:3 2:6 976:6 2:1 976:5 131567:2 976:5 0:3 2:2
C,M01771:9:000000000-L7C7K:1:1105:22783:6909,Escherichia coli (taxid 562),301,2:2 1351:2 2:4 131567:5 2:87 562:4 0:19 2:5 562:26 2:14 131567:9 2:30 0:5 2:1 0:22 543:5 2:8 562:1 0:5 2:2 0:11
C,M01771:9:000000000-L7C7K:1:1105:12429:6909,Filifactor alocis ATCC 35896 (taxid 546269),301,0:1 1351:3 0:5 2:13 454:5 2:5 186801:2 1239:5 0:7 1239:3 0:5 1239:2 1783272:3 2:22 28211:2 2:17 28211:5 2:10 28211:2 2:5 1239:2 186801:5 0:38 2282420:1 0:1 546269:1 0:29 423349:2 976:2 0:7 2:2 0:2 2:7 186801:2 2:5 186801:1 2:5 186801:2 2:3 186801:5 2:19 131567:4
C,M01771:9:000000000-L7C7K:1:1105:21655:6909,Segatella copri (taxid 165179),301,0:2 131567:5 171552:1 2:2 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:35 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:19732:6909,Sodalis ligni (taxid 2697027),301,131567:4 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:5137:6909,Segatella copri (taxid 165179),301,0:16 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:7 0:5 2:1 0:2
C,M01771:9:000000000-L7C7K:1:1105:15956:6909,Clostridium baratii (taxid 1561),301,131567:4 0:4 562:2 91347:5 2:29 2726954:2 0:10 31979:1 1485:3 31979:1 2:5 0:8 3028117:1 2815910:1 1783272:8 2:22 0:10 1485:2 0:5 1485:2 0:12 94869:8 1485:5 1561:1 0:4 1485:1 0:2 1485:5 0:7 1485:9 0:7 1485:1 3070681:5 0:4 1485:2 1561:5 1485:2 562:4 2:5 1239:1 1561:4 2:11 1485:1 2:9 1239:1 31979:5 2:19 131567:2
C,M01771:9:000000000-L7C7K:1:1105:22757:6909,Blautia obeum ATCC 29174 (taxid 411459),301,2:3 0:2 2697027:4 91347:5 2:25 186801:1 1239:5 2:1 1239:4 2:58 1239:14 186801:8 411459:11 1239:4 411459:18 186801:7 2:3 0:5 186801:1 1164882:5 0:8 39486:3 0:2 2763672:5 186803:3 2763672:5 186803:3 2763672:1 186803:6 186801:1 2:1 186801:7 2:8 186801:2 2:25 131567:3
C,M01771:9:000000000-L7C7K:1:1105:16951:6910,Segatella copri (taxid 165179),301,0:1 2:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:40 171552:21 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1
C,M01771:9:000000000-L7C7K:1:1105:21184:6910,Blautia obeum A2-162 (taxid 657314),301,2:4 562:6 91347:5 2:14 657314:4 1239:7 657314:1 1239:5 186801:1 1239:4 2:5 657314:1 2:52 1239:14 186801:8 657314:15 186801:5 657314:12 186801:1 657314:7 2:3 657314:5 186801:1 657314:2 572511:3 657314:18 186803:3 657314:5 186803:3 657314:5 186801:3 2:1 186801:7 2:8 186801:2 2:18 0:2 2:5 0:2
C,M01771:9:000000000-L7C7K:1:1105:26565:6910,Sodalis ligni (taxid 2697027),301,2:4 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:26761:6910,Ruminococcus bicirculans (ex Wegman et al. 2014) (taxid 1160721),301,2:6 562:5 91347:5 2:8 0:23 1263:1 0:10 1263:4 2:24 186801:5 2:19 1239:7 1263:2 216572:5 186802:2 1263:6 1160721:10 1263:1 1160721:21 186802:5 1160721:6 0:18 2:1 0:5 2:34 186801:1 216851:5 2:2 216851:18 2:3 0:5
C,M01771:9:000000000-L7C7K:1:1105:8503:6910,Segatella copri (taxid 165179),301,0:14 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:7 0:22 171549:1 0:7 2:10
C,M01771:9:000000000-L7C7K:1:1105:25440:6910,Escherichia coli (taxid 562),301,2:5 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:23787:6910,Hyphomicrobium nitrativorans NL23 (taxid 1029756),301,2:1 562:6 91347:5 1236:2 2:23 356:1 2:6 356:4 2:5 356:1 2:3 1224:1 2:6 28211:1 2:14 28211:3 2:7 28211:5 2:4 28211:5 2:10 28211:2 2:5 81:2 356:5 1029756:5 81:7 1029756:5 28211:5 1029756:4 28211:2 81:5 1224:1 2:1 28211:6 2:5 28211:3 2:1 28211:1 2:2 81:2 28211:2 81:6 28211:1 81:11 2:9 81:1 2:23 1224:8 2:24
C,M01771:9:000000000-L7C7K:1:1105:9152:6910,Pseudomonas saudiphocaensis (taxid 1499686),301,2:4 2697027:6 91347:5 1236:2 2:12 1224:5 2:1 1224:5 0:6 1224:1 135621:3 0:5 2:1 0:5 1236:14 2:7 1236:8 2:33 135621:7 1224:4 1236:5 1224:1 135621:25 1224:14 135621:1 1224:2 1499686:3 135621:5 1499686:4 135621:15 1236:5 135621:1 2:1 131567:5 2:1 131567:3 2:7 131567:6 2:20 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:12623:6910,Vibrio tapetis subsp. tapetis (taxid 1671868),301,2:4 2697027:6 91347:5 1236:2 2:153 131567:9 2:35 0:1 2:1 1671868:5 0:1 1671868:1 2:4 1671868:5 131567:6 1671868:1 0:2 2:17 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:22886:6910,Shigella flexneri (taxid 623),301,2:4 562:6 91347:5 1236:2 2:81 1236:1 623:7 2:5 623:19 2:40 131567:9 2:53 131567:6 2:8 287:4 562:1 0:5 2:2 0:7 2:1 0:1
C,M01771:9:000000000-L7C7K:1:1105:20619:6910,Simiaoa sunii (taxid 2763672),301,131567:2 0:2 2697027:4 91347:5 2:13 1239:12 2:1 1239:10 2:5 1239:1 2:59 1239:2 2:5 186801:5 384636:1 0:26 2763672:3 186803:12 2763672:1 186803:3 186801:5 186803:1 186801:7 186803:5 2763672:1 186803:5 2763672:5 186803:3 2763672:5 186803:3 2763672:1 186803:6 186801:1 2:1 186801:7 2:8 186801:2 2:25 131567:4
C,M01771:9:000000000-L7C7K:1:1105:9754:6910,Haematospirillum jordaniae (taxid 1549855),301,2:3 0:4 131567:7 2:16 119045:2 2:7 0:1 2:5 0:5 1301:5 0:5 2:5 1203670:2 0:12 1549855:2 204441:3 28211:7 2:3 1549855:2 28211:4 204441:5 2:5 0:5 1549855:2 0:51 2743772:5 0:2 2:4 0:39 2:17 28211:2 2:1 0:7 706587:5 28211:4 9:3 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:27486:6910,Escherichia coli (taxid 562),301,2:3 0:4 562:2 91347:5 1236:2 2:39 91347:5 1236:14 1224:1 2:6 1236:8 2:36 1224:5 91347:4 1236:4 91347:8 1236:8 91347:2 2:1 1224:12 2:4 131567:5 1224:1 2:6 1236:6 91347:2 2:11 1236:4 2:5 1236:2 2:16 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:21057:6910,Segatella copri (taxid 165179),301,0:2 562:5 0:10 171549:5 2:3 909656:11 0:21 165179:7 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:12031:6910,Segatella copri (taxid 165179),301,562:5 0:12 171552:15 2974251:1 0:5 165179:1 0:2 165179:5 0:11 165179:5 0:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:8228:6910,Rheinheimera sp. MMS21-TC3 (taxid 3072790),301,131567:1 0:4 562:2 91347:5 1236:2 2:12 1224:5 0:12 2980099:1 0:4 67575:10 1236:16 2:5 1236:2 2:1 1236:2 2:24 1236:5 67575:9 3072790:5 0:17 2904121:5 0:3 233100:1 2668067:5 233100:4 2:6 1224:5 2:9 1236:7 0:16 44249:1 0:12 2:1 562:3 2:7 131567:8 2:18 131567:5 2:2 1236:1 2:4
C,M01771:9:000000000-L7C7K:1:1105:14384:6911,Roseburia sp. 831b (taxid 1261635),301,2:4 0:4 562:2 91347:5 2:99 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:8 186801:14 2:6 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:23150:6911,Escherichia coli (taxid 562),301,2:6 562:5 91347:5 1236:2 2:123 0:63 9606:3 0:13 9606:12 0:12 9606:5 0:18
C,M01771:9:000000000-L7C7K:1:1105:8722:6911,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:1 562:5 0:10 2:5 0:8 693979:5 0:39 2:5 0:5 2:29 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:28197:6911,Escherichia coli (taxid 562),301,131567:1 0:4 562:2 91347:5 1236:2 2:85 562:4 0:19 2:45 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:24011:6911,Lactiplantibacillus plantarum (taxid 1590),301,0:12 1239:8 2:5 1239:5 33958:1 91061:5 1783272:2 2:5 1783272:11 2:3 1783272:1 2:5 1783272:5 2:37 1783272:15 2:1 1783272:1 2:1 91061:2 33958:13 2:1 1590:1 0:22 33958:5 0:7 33958:1 2:3 33958:14 2:3 91061:5 2:4 91061:2 2:49 0:12
C,M01771:9:000000000-L7C7K:1:1105:13977:6911,Paenibacillus barcinonensis (taxid 198119),301,0:1 131567:5 0:2 2697027:4 91347:5 1236:2 2:23 1239:2 2:2 1385:7 2:5 1385:1 2:52 1239:14 1385:3 2:5 0:4 1239:6 0:1 44249:5 0:4 198119:4 0:7 198119:1 0:45 2:5 1224:4 0:1 2:19 1224:8 2:19 28211:1
C,M01771:9:000000000-L7C7K:1:1105:13737:6911,Escherichia coli (taxid 562),301,0:1 2:5 131567:1 543:3 131567:7 2:137 0:4 562:2 0:5 2:2 0:9 562:5 0:4 2:49 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:4752:6911,Bacteroides helcogenes P 36-108 (taxid 693979),301,2697027:5 0:3 2:12 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:20246:6911,Escherichia coli (taxid 562),301,131567:2 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 562:1 0:1 2:5 0:4
C,M01771:9:000000000-L7C7K:1:1105:6448:6911,Conexibacter sp. S30A1 (taxid 2937800),301,2:3 562:6 91347:5 2:18 2937800:2 1497346:5 2:2 2937800:9 0:5 1497346:1 0:3 2:1 588673:5 0:6 387638:5 0:8 446470:2 2:6 202956:5 0:3 1760:10 0:7 2884263:5 0:2 2937800:5 0:5 2711221:2 0:61 2600304:5 0:6 2:5 2600304:1 0:1 2:5 49319:1 2:5 201174:4 2937801:7 1783272:5 2937801:3 2:5 1783272:2 2:12 131567:3
C,M01771:9:000000000-L7C7K:1:1105:20310:6911,Niveibacterium sp. SC-1 (taxid 3135646),301,131567:5 0:75 3135646:5 0:5 2:16 1783272:2 0:137 2:1 0:5 1783270:2 2:5 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:17838:6911,Bacteroides uniformis (taxid 820),301,0:15 2:8 815:5 171549:5 2:2 816:31 171549:2 200643:4 2:34 171549:3 976:2 171549:7 816:44 2:22 816:3 820:5 816:3 820:11 171549:5 816:2 820:5 816:2 2:1 976:1 2:36 0:9
C,M01771:9:000000000-L7C7K:1:1105:3800:6911,Roseburia sp. 831b (taxid 1261635),301,0:10 91347:5 0:7 2:92 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:27 0:53 186803:3 0:5 2606912:4 186801:7 0:8 186801:3 0:24 2:2
C,M01771:9:000000000-L7C7K:1:1105:24889:6912,Segatella copri (taxid 165179),301,0:18 171552:5 0:18 165179:5 0:11 165179:5 0:1 2:48 165179:5 0:7 165179:1 0:15 165179:5 0:3 165179:16 171552:21 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:7374:6912,Sutterella faecalis (taxid 2584944),301,2:4 0:4 131567:20 2:5 28216:7 40544:20 2:1 40544:10 995019:16 2:5 1224:5 2:9 1224:5 2584944:5 28216:7 2584944:3 40544:5 2584944:26 40544:10 1224:14 131567:11 2584944:11 0:11 2:1 0:7 131567:1 0:8 654:6 131567:30
C,M01771:9:000000000-L7C7K:1:1105:12451:6912,Truepera radiovictrix (taxid 332249),301,131567:4 0:4 562:1 0:11 2:3 0:36 2219043:1 0:1 2219043:5 0:19 1783272:7 332249:14 0:92 1236:5 2:2 0:4 2:6 28256:1 2:6 1783272:1 2:13 0:2 188787:1 2:2 1936988:5 2:12 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:11853:6912,Faecalibacterium prausnitzii (taxid 853),301,131567:3 0:2 2697027:4 91347:5 131567:13 2:5 28216:7 40544:20 2:1 40544:10 995019:12 0:2 1783272:7 2:1 1719:5 0:3 2:81 216572:5 2:5 853:17 2:5 853:1 2:17 186801:1 216851:5 2:2 216851:18 2:5 216851:2 2:1 131567:2
C,M01771:9:000000000-L7C7K:1:1105:16698:6912,Vescimonas fastidiosa (taxid 2714353),301,2:2 2697027:1 0:3 131567:7 2:8 216572:17 2892396:20 216572:1 2:5 216572:1 2892396:1 216572:2 2892396:5 2:31 2892396:25 0:34 2714355:9 2892396:5 2714355:1 2892396:2 186802:5 2892396:5 2714353:13 216572:1 2714353:5 216572:3 2714353:1 216572:7 2:19 186801:5 2:19 131567:4
C,M01771:9:000000000-L7C7K:1:1105:5589:6912,Phascolarctobacterium faecium (taxid 33025),301,2:1 2697027:6 91347:5 2:18 186801:2 1239:5 2:6 186804:1 2:3 186801:5 2:11 1496:16 1239:2 2:22 1783272:3 909930:16 33025:1 2:5 33025:31 2:5 33025:1 33024:1 33025:39 2:5 33025:4 2:3 909930:1 1783272:5 2:16 1239:3 2:19 131567:6
C,M01771:9:000000000-L7C7K:1:1105:6552:6912,Bacteroides helcogenes P 36-108 (taxid 693979),301,2:4 0:5 2:10 0:8 693979:5 0:44 171549:5 0:5 976:5 2:14 171549:3 976:2 171549:7 909656:8 0:24 816:5 0:2 2136147:2 818:3 2:22 0:27 838:7 0:2 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:22015:6912,Segatella copri (taxid 165179),301,0:111 165179:2 0:7 2974251:1 0:1 165179:7 0:4 165179:4 0:5 165179:3 0:3 165179:12 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:6 0:33 171552:1 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:19274:6912,Candidatus Portiera aleyrodidarum (taxid 91844),301,2:5 562:6 91347:5 2:8 1236:8 91844:30 0:5 91844:9 0:7 1236:2 2:1 0:2 67828:5 2:16 1236:8 91844:2 1236:5 91844:91 1236:1 91844:1 2:5 91844:1 1236:5 2:5 1236:24 2:2 562:2 0:6
C,M01771:9:000000000-L7C7K:1:1105:23334:6912,Segatella copri (taxid 165179),301,0:2 2:5 0:5 171552:22 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 0:8 165179:1 0:11 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:23930:6912,Escherichia coli (taxid 562),301,2:4 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:12131:6912,Enterococcus faecalis (taxid 1351),301,2:1 1351:2 2:4 131567:5 2:155 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:18215:6912,Limnospira indica BM01 (taxid 2760438),301,0:25 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:105 1783272:3 0:5 2:7 0:4 2:5 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:23560:6913,Segatella copri (taxid 165179),301,0:2 2697027:3 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:11914:6913,Escherichia coli (taxid 562),301,2:6 562:5 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:19 0:7
C,M01771:9:000000000-L7C7K:1:1105:11409:6913,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:28 693979:1 0:37 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:5 0:7 2:3 0:27
C,M01771:9:000000000-L7C7K:1:1105:15939:6913,Enterobacter hormaechei (taxid 158836),301,131567:3 0:4 562:2 91347:5 1236:2 2:6 0:5 138074:1 0:11 2:1 0:6 2:3 0:5 2:15 0:17 1853224:5 2:1 1853224:4 2:5 0:33 2:4 1123496:1 2:7 0:3 543:5 1236:3 2:5 158836:7 131567:1 158836:3 131567:5 543:1 2:52 131567:6 2:20 0:10
C,M01771:9:000000000-L7C7K:1:1105:3862:6913,Roseburia sp. 831b (taxid 1261635),301,131567:5 0:2 2697027:4 91347:5 2:99 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:3 186801:19 2:1 186801:5 2:2 1239:5 2:1
C,M01771:9:000000000-L7C7K:1:1105:10777:6913,Bacteroides helcogenes P 36-108 (taxid 693979),301,2:5 0:10 2:5 0:8 693979:5 0:27 1573825:1 0:5 171549:3 200643:3 171549:10 2:1 171549:4 976:5 2:14 171549:3 976:2 171549:7 909656:8 0:33 818:3 816:3 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 562:5 0:4
C,M01771:9:000000000-L7C7K:1:1105:6373:6913,Faecalibacterium prausnitzii (taxid 853),301,0:12 2:42 0:33 2:3 0:15 219687:1 0:100 853:5 0:31 216851:1 0:24
C,M01771:9:000000000-L7C7K:1:1105:19907:6913,Homo sapiens (taxid 9606),301,9606:119 131567:5 9606:3 0:17 9606:5 0:2 9606:10 0:29 131567:3 0:74
C,M01771:9:000000000-L7C7K:1:1105:16086:6913,Escherichia coli (taxid 562),301,2:2 562:6 91347:5 131567:13 2:1 1224:5 2:6 28216:2 0:227
